,Column1,Column2,Column3
16964,7,A,0.14229289935344025
16965,6,B,0.5053815924995995
16966,3,A,0.17026291696641938
16967,9,C,0.530619472722433
16968,9,A,0.19891635434637178
16969,8,B,0.7443241754082308
16970,4,A,0.9403469305536563
16971,0,C,0.18779899032940972
16972,3,C,0.2902805794392055
16973,0,A,0.19048401599411524
16974,4,B,0.9157892846302144
16975,0,B,0.7482859669078901
16976,8,B,0.7863122548199505
16977,2,B,0.3158154417608452
16978,5,C,0.8146418291156402
16979,3,C,0.8904132604163387
16980,9,B,0.36030549855431127
16981,8,A,0.29316258689790553
16982,3,A,0.34187580794504535
16983,1,B,0.7179416718082569
16984,5,A,0.07818123721711034
16985,1,B,0.4443648204516417
16986,0,A,0.941045629217239
16987,7,A,0.8703543219183578
16988,8,C,0.8547133231320575
16989,4,B,0.10485639784454925
16990,8,B,0.6574975473315063
16991,0,C,0.8594793452239764
16992,5,B,0.7931784332193392
16993,0,C,0.3762523652938061
16994,5,B,0.6291641067977097
16995,7,C,0.9255872463619176
16996,9,B,0.11746398622195109
16997,4,C,0.691199890845904
16998,9,B,0.705679826440256
16999,4,A,0.07162560219843384
17000,9,C,0.9523725656542132
17001,1,A,0.45919454246096647
17002,2,A,0.6298044541768149
17003,6,A,0.7394266151682786
17004,8,A,0.1962624236140953
17005,5,C,0.2731125491559282
17006,0,A,0.5126969171655846
17007,2,C,0.47593493936284037
17008,1,C,0.1254423090470803
17009,3,C,0.9618700397439639
17010,0,C,0.18426508578555734
17011,3,A,0.7760224618447589
17012,5,A,0.9830211695805088
17013,9,B,0.8441806940196926
17014,9,A,0.29432020924148716
17015,0,C,0.49934720373480623
17016,3,A,0.4933238419248668
17017,8,B,0.5724545442441914
17018,4,C,0.9288621059217124
17019,6,C,0.668745863743304
17020,9,C,0.7308231435658908
17021,9,C,0.32421783898429335
17022,6,A,0.9757463525264055
17023,9,A,0.9382036913717925
17024,7,A,0.8030929635970667
17025,3,C,0.9845702585189933
17026,2,A,0.5334336610279938
17027,9,B,0.5557207073870786
17028,3,C,0.38330949862708685
17029,6,A,0.5707735639081996
17030,4,C,0.09204178357182569
17031,4,B,0.8999482210580375
17032,2,B,0.15958545608417773
17033,1,A,0.23880665946755908
17034,8,C,0.9741353896366881
17035,4,C,0.22872477498074695
17036,5,A,0.9375010175405968
17037,8,A,0.8758824210179695
17038,9,A,0.39727044402481504
17039,6,B,0.3483035705193501
17040,2,A,0.7057666271214563
17041,5,A,0.9565518985375718
17042,2,C,0.334172155034818
17043,3,C,0.12293842315629
17044,8,A,0.8193489576230395
17045,4,C,0.8271150935507068
17046,4,C,0.7927931520434226
17047,2,C,0.2457779693042632
17048,7,C,0.4915610527736457
17049,2,B,0.41018714745715024
17050,5,A,0.9330337247417806
17051,6,C,0.8977373959792225
17052,0,B,0.9826822603931785
17053,8,A,0.2750442783513962
17054,2,A,0.6283718823718234
17055,9,B,0.8327187786829744
17056,5,B,0.7855027486672044
17057,0,C,0.4167555394354866
17058,9,C,0.5216316527499855
17059,8,B,0.8910033902097718
17060,3,B,0.09134857633478777
17061,3,B,0.038374443822091875
17062,7,A,0.3478770673354207
17063,0,A,0.1958102451158582
17064,4,A,0.10200762937102681
17065,5,C,0.8872731849624396
17066,5,C,0.8860064492444099
17067,6,A,0.5105007722193807
17068,1,A,0.46107822824931466
17069,0,C,0.2493085330021766
17070,1,C,0.6958493021782883
17071,7,B,0.3832463930342874
17072,9,A,0.5582490082918653
17073,5,B,0.13739067036768582
17074,8,A,0.6100379285415467
17075,1,B,0.14582675936733724
17076,6,A,0.6007839759930823
17077,3,C,0.47343516454026735
17078,2,C,0.9727354953388995
17079,6,A,0.8931953691280351
17080,7,B,0.4044382595277578
17081,6,B,0.4855769558109905
17082,8,B,0.27204532672591686
17083,0,C,0.591673307485761
17084,4,C,0.9115147146078202
17085,9,B,0.7508435660360702
17086,3,B,0.22868384664191865
17087,3,B,0.06000310460646208
17088,5,A,0.5879534334351961
17089,1,B,0.5442250989399979
17090,6,A,0.35249832516073165
17091,4,B,0.45626083940827755
17092,6,A,0.9513871405218352
17093,8,A,0.8785530530483969
17094,5,A,0.6456153953289697
17095,1,C,0.2598234858304912
17096,1,A,0.06818932328573057
17097,6,C,0.9574833350164562
17098,8,B,0.8230246866412348
17099,5,A,0.3226624699919982
17100,2,A,0.590263516704778
17101,9,B,0.614116678999273
17102,6,A,0.6084700363437975
17103,1,C,0.8713418813684788
17104,0,C,0.8297479998636842
17105,9,B,0.8950784573948282
17106,6,B,0.2343885676318247
17107,3,B,0.6672610203808526
17108,5,A,0.49903705515740526
17109,9,C,0.9866199292871844
17110,8,C,0.7348011040884705
17111,4,B,0.4598370847191747
17112,2,B,0.8086734716113994
17113,1,B,0.11090262279046437
17114,6,C,0.18047630257270653
17115,1,B,0.19818636134795187
17116,7,A,0.28761938828018296
17117,7,C,0.6475266687230005
17118,1,A,0.8140816207715494
17119,1,A,0.5744241690242659
17120,2,B,0.8260455568565116
17121,7,C,0.6438795634120681
17122,8,C,0.4330940326010775
17123,7,C,0.7881336897607294
17124,5,C,0.2325108980697258
17125,6,A,0.4895410449523149
17126,1,C,0.9029105459814806
17127,0,A,0.08692166148915548
17128,5,A,0.8254802498376643
17129,2,B,0.46594262169209555
17130,3,A,0.6301473620061281
17131,5,C,0.24971131957241033
17132,1,B,0.9504850683779189
17133,8,B,0.6440700480259035
17134,9,B,0.2384761992453408
17135,2,A,0.0636290470743548
17136,8,B,0.7602876502952315
17137,7,A,0.9153174097705566
17138,3,C,0.2010883072588091
17139,3,C,0.6656454581634403
17140,9,A,0.1506112201037576
17141,5,B,0.09348771275241663
17142,2,C,0.6010363503928269
17143,6,B,0.6618549882460534
17144,3,C,0.24347159342164582
17145,9,B,0.957420750979964
17146,3,B,0.26123630284024413
17147,8,B,0.2947263991808977
17148,6,A,0.3820504919121318
17149,7,A,0.1798037646394398
17150,7,C,0.0036446430048002743
17151,1,B,0.8661580733025536
17152,1,B,0.8654850415757624
17153,6,C,0.12525099198256173
17154,6,A,0.5746899872730221
17155,3,C,0.017847114011148357
17156,7,B,0.3216342340351087
17157,0,C,0.9806525744606136
17158,3,A,0.32375539201640524
17159,0,A,0.6298841781745357
17160,3,C,0.7067518909604441
17161,5,B,0.3628277499301513
17162,5,C,0.19818532565427727
17163,6,B,0.20178837039455633
17164,2,B,0.9088596541732364
17165,6,A,0.6884074922422508
17166,9,A,0.9245718675405316
17167,6,B,0.43984901087033823
17168,7,B,0.5580285785777905
17169,9,B,0.5369654067266864
17170,3,A,0.8330636539825156
17171,0,B,0.8863351505575754
17172,8,A,0.9860684660549938
17173,1,C,0.1466243969248463
17174,3,B,0.7240843396840213
17175,6,C,0.64717475406254
17176,4,C,0.03485041669036082
17177,6,B,0.34922632240577767
17178,1,B,0.34725538676757106
17179,0,C,0.35734573423437266
17180,3,A,0.41636027641800477
17181,8,C,0.891545335487286
17182,7,A,0.7349283999251719
17183,2,C,0.9222812539398059
17184,5,A,0.5670755861659348
17185,0,A,0.21099095021627245
17186,3,B,0.6664234330105976
17187,1,A,0.24963889031761288
17188,5,C,0.6395716035480091
17189,8,A,0.8003355504632155
17190,2,B,0.9172971128483393
17191,9,C,0.6536375837960695
17192,6,A,0.6682004561663973
17193,6,B,0.43868089900079354
17194,6,C,0.4323049779199749
17195,4,B,0.8414167978605742
17196,7,A,0.1465162799009575
17197,1,A,0.7075718460413586
17198,4,C,0.6219341439175077
17199,9,A,0.3687599834343843
17200,1,B,0.16000235456863654
17201,5,B,0.8034991355321682
17202,9,C,0.970627522574772
17203,8,C,0.2157422505178851
17204,0,B,0.7697194550108529
17205,1,B,0.519763744356504
17206,7,A,0.2426435533236847
17207,7,B,0.944740526569137
17208,4,A,0.5904692299787874
17209,6,B,0.004116708348351983
17210,6,A,0.5145368271122455
17211,3,A,0.7392225554824761
17212,4,B,0.4105573387082535
17213,7,C,0.9633156298053378
17214,0,A,0.9545381812878732
17215,9,B,0.7918452900421237
17216,0,B,0.23863647551724332
17217,0,A,0.6205202309006813
17218,3,B,0.8323093168447249
17219,6,C,0.781279896320372
17220,8,B,0.6632856362729429
17221,6,B,0.884946775284831
17222,2,C,0.041481163304666224
17223,5,B,0.8832649911787935
17224,2,A,0.8334570968047714
17225,9,C,0.9998425338622278
17226,1,B,0.2597043123229317
17227,6,C,0.7948146893147169
17228,5,C,0.18678941289778783
17229,1,A,0.9615567646343012
17230,4,C,0.4644858163873131
17231,8,C,0.21219558509458603
17232,4,A,0.48697029100670675
17233,3,A,0.5991822065797442
17234,8,B,0.3417459002093082
17235,7,B,0.7158117879867675
17236,5,B,0.8058222219934444
17237,0,C,0.4687341468426335
17238,3,A,0.6557906517892316
17239,3,A,0.6098271152011113
17240,4,C,0.39241660016963253
17241,3,C,0.8918100943719732
17242,4,A,0.29188101252903553
17243,2,A,0.10611224521656504
17244,5,C,0.7834583717912513
17245,7,B,0.46037558527678535
17246,9,A,0.8215440025963047
17247,7,A,0.29413146572988713
17248,2,A,0.32966678508008096
17249,6,C,0.9756248620456096
17250,0,A,0.1865323793114484
17251,3,B,0.3739108690770213
17252,3,C,0.48622423385843905
17253,3,A,0.12316082396290384
17254,7,C,0.8552023127541273
17255,0,B,0.8843687078895701
17256,3,C,0.706944994646596
17257,3,B,0.6091909830980253
17258,0,B,0.35217089749473374
17259,4,C,0.8092433745146721
17260,1,B,0.09537551012029044
17261,9,C,0.13115677934910397
17262,4,C,0.4265459827564463
17263,5,B,0.4704177488142429
17264,1,B,0.9704689848134344
17265,3,C,0.9998307428004721
17266,7,C,0.2598739616547594
17267,6,A,0.1585309941272769
17268,1,C,0.2102398623912829
17269,6,A,0.39291569355605127
17270,9,B,0.3042177296080466
17271,1,A,0.12312982070005818
17272,1,B,0.715442527433816
17273,5,A,0.07019793094444537
17274,9,C,0.3850571424775775
17275,7,C,0.6266127494639755
17276,6,B,0.20489470912832441
17277,1,A,0.9528819620897195
17278,7,A,0.6553515526309276
17279,5,C,0.5300647257498365
17280,7,C,0.12832774802280345
17281,8,B,0.19920623825864936
17282,5,B,0.5462396231410531
17283,7,C,0.08227844607756774
17284,9,B,0.13628421892573062
17285,6,C,0.6327833616021951
17286,5,C,0.3571649764347459
17287,3,B,0.4527600459977814
17288,7,B,0.26417002106270937
17289,0,C,0.9855722786319023
17290,9,A,0.12905477069609816
17291,9,A,0.4033921572576238
17292,1,A,0.13274417135103622
17293,7,C,0.05323927680418861
17294,5,B,0.18413527717706457
17295,5,B,0.3717533697184413
17296,6,B,0.4917679894898944
17297,8,C,0.26215754901881805
17298,2,B,0.567839304193729
17299,2,C,0.4145905556738779
17300,7,C,0.7122400408806397
17301,8,A,0.9063246589329229
17302,9,A,0.831070689185943
17303,3,A,0.7504655377240916
17304,7,A,0.25407839300789004
17305,7,B,0.4310797853942523
17306,1,B,0.4506300460841627
17307,4,B,0.887047715338581
17308,1,B,0.2405354700592368
17309,7,A,0.3206873586731479
17310,7,B,0.11583469422968395
17311,3,B,0.6016934259048071
17312,6,A,0.22127621139993603
17313,1,A,0.2629328297876864
17314,0,C,0.9626189142608389
17315,7,B,0.8672913944183847
17316,5,C,0.9199364248688717
17317,1,A,0.9576178538674951
17318,3,A,0.051525377581138954
17319,1,B,0.7196363537016768
17320,7,A,0.05321011776416129
17321,8,A,0.5662531199240866
17322,3,A,0.6217577853005896
17323,2,A,0.6636954008726929
17324,2,A,0.050267542357124606
17325,8,C,0.7040153092831987
17326,8,B,0.16644139723911733
17327,7,C,0.4714480499385407
17328,6,B,0.7082185947401928
17329,1,C,0.5579186837967268
17330,5,A,0.2807519044647806
17331,4,B,0.9150560581937466
17332,3,A,0.02825867890660816
17333,9,C,0.8115561989401532
17334,3,C,0.9914058181226103
17335,8,A,0.02783462933437697
17336,1,B,0.13875598344825524
17337,6,B,0.6752423841646227
17338,4,C,0.0016909397104631907
17339,7,B,0.37363526168219674
17340,9,A,0.4486193618457208
17341,0,A,0.33065043373946945
17342,3,A,0.01261787969460404
17343,6,C,0.3630395513394742
17344,8,A,0.7567035835299063
17345,2,A,0.36501577525143103
17346,7,C,0.2855671981558239
17347,8,A,0.3554633221252905
17348,7,C,0.27732237207036636
17349,8,B,0.04759768346128701
17350,8,B,0.795452401301296
17351,4,B,0.429027748898019
17352,7,B,0.625338600028813
17353,5,A,0.9735819529360087
17354,1,B,0.3891586004523835
17355,1,A,0.12166416146342296
17356,6,A,0.36513031203662294
17357,4,A,0.3053163476132661
17358,8,B,0.042343985988265054
17359,7,A,0.43870719482013154
17360,7,B,0.07672696573968008
17361,3,A,0.9815889627538145
17362,3,C,0.018955051687034485
17363,7,A,0.92548070712235
17364,7,B,0.3116378196415046
17365,9,B,0.8932505843220337
17366,8,C,0.7035611026126763
17367,0,B,0.7769365116926484
17368,1,C,0.5859285828238082
17369,5,A,0.18973722849445496
17370,4,A,0.4808504849432732
17371,5,A,0.8192170103928914
17372,6,B,0.4188881627254888
17373,9,B,0.49910693649252047
17374,8,B,0.42564337549696585
17375,5,C,0.214177385017282
17376,6,C,0.9587731495333617
17377,8,A,0.9795376051194635
17378,4,C,0.5264102376808862
17379,1,C,0.9825131120722647
17380,2,B,0.26962995748669627
17381,2,B,0.5570206956594771
17382,5,C,0.11647938984271333
17383,5,C,0.2825861181172441
17384,0,C,0.005407609309986849
17385,7,B,0.09230649070799157
17386,1,C,0.29883206083207603
17387,0,B,0.8986253063889421
17388,7,B,0.31003005302637454
17389,8,C,0.9374570136003619
17390,5,C,0.35751378351439156
17391,4,C,0.11167937495063773
17392,0,C,0.24571129840922434
17393,0,B,0.6943042657940602
17394,6,A,0.7385679790646318
17395,0,B,0.5217281131180491
17396,3,A,0.04413098277026095
17397,6,C,0.4105337514215719
17398,2,A,0.5543058591113027
17399,4,C,0.9967423812558064
17400,8,C,0.11388218137030481
17401,7,C,0.7684913296595774
17402,7,B,0.6021334556826478
17403,0,B,0.6500728820248143
17404,4,B,0.41315416872587507
17405,1,B,0.3345321129430152
17406,1,A,0.4322039241465023
17407,2,B,0.3857806143332062
17408,0,C,0.8069223846596747
17409,7,C,0.24842929753602394
17410,2,B,0.8119515104080227
17411,4,A,0.39217150038843485
17412,9,A,0.8921093767719928
17413,0,C,0.43837005510152904
17414,9,C,0.09766576242970215
17415,1,A,0.9189357236283376
17416,2,B,0.23978799345306878
17417,1,B,0.3123770789831284
17418,5,C,0.44614348738648424
17419,2,B,0.6717210975235228
17420,8,C,0.9290243164569049
17421,9,A,0.7610578365712246
17422,9,B,0.7928475618727968
17423,1,B,0.5267315577207073
17424,4,B,0.6500794406006819
17425,7,A,0.05734728960753366
17426,8,B,0.5228587168017119
17427,0,A,0.8755482589140846
17428,3,A,0.5970295057140199
17429,3,B,0.3803872071160027
17430,1,C,0.7227831428788251
17431,8,B,0.6075023225389502
17432,3,A,0.28493487779475857
17433,1,A,0.5641391783506082
17434,5,A,0.8080252618461939
17435,0,C,0.672696636976437
17436,9,B,0.776577634164529
17437,9,C,0.18034877676791994
17438,1,B,0.17620246054655497
17439,5,C,0.8122064804618119
17440,0,C,0.3127311771674385
17441,5,B,0.5957363849213069
17442,0,A,0.7675479210049393
17443,0,C,0.990648298050413
17444,7,B,0.6868022783466332
17445,8,A,0.9710172131585612
17446,3,B,0.25098020767007023
17447,7,B,0.28312593739906255
17448,3,B,0.7922400828210356
17449,2,B,0.9234995026379806
17450,9,C,0.8319039719671246
17451,3,A,0.6553639014929723
17452,3,A,0.26899314948058883
17453,6,C,0.8045560959265292
17454,0,B,0.04576872845244451
17455,7,C,0.2965718769804482
17456,5,C,0.18305588643538395
17457,9,B,0.22483081000360217
17458,2,A,0.11976948603829607
17459,2,A,0.6246960137948875
17460,5,A,0.7602381897921674
17461,7,A,0.5527414689090656
17462,9,B,0.9557604558516464
17463,2,C,0.24692481976434166
17464,8,C,0.3112787194619442
17465,5,C,0.19117566498624083
17466,2,A,0.9528666867545478
17467,9,B,0.6375990291994695
17468,0,A,0.4251312889836384
17469,0,C,0.7056944125903228
17470,4,B,0.9646944360907652
17471,8,B,0.46462669431808046
17472,4,A,0.023549773201356206
17473,8,A,0.18713384076166106
17474,0,C,0.05248503187485476
17475,4,A,0.952943633731776
17476,5,B,0.321610221578161
17477,9,A,0.7319344868044448
17478,2,C,0.5319062768798625
17479,9,A,0.3387933578667517
17480,4,B,0.146956106787815
17481,3,A,0.7592105016393462
17482,2,A,0.6076652943122708
17483,0,B,0.7820273327424039
17484,9,A,0.2745911070739604
17485,7,A,0.08887315570481813
17486,8,A,0.16504284988180384
17487,4,C,0.9799402541047172
17488,6,A,0.7814079880278703
17489,5,A,0.3664785835217059
17490,9,A,0.6802554462171394
17491,4,A,0.9098290385476944
17492,1,A,0.14392389659639304
17493,8,C,0.49826053194486986
17494,9,B,0.7484773571666696
17495,4,C,0.4245156530090549
17496,1,A,0.6753592153146661
17497,5,C,0.7462647985605986
17498,7,C,0.7562405093787697
17499,5,C,0.536166212048006
17500,1,B,0.6811817892027737
17501,9,B,0.08862330818688702
17502,7,A,0.14818247461505873
17503,2,A,0.3144834787356283
17504,1,A,0.6914492088299596
17505,0,B,0.44743675939698246
17506,4,C,0.5738364600761918
17507,9,A,0.6977571031464089
17508,6,B,0.3424529540107597
17509,4,B,0.9336219362884022
17510,2,B,0.0019149731866862085
17511,9,A,0.17119301726736447
17512,9,A,0.8458404305714665
17513,1,C,0.412253971689147
17514,6,C,0.2647829003806361
17515,0,A,0.179159758739464
17516,4,A,0.7670289996845141
17517,1,C,0.5894958614527077
17518,1,C,0.44543918216494893
17519,4,C,0.05991551251901417
17520,4,C,0.4319176197611254
17521,2,A,0.017347397329957603
17522,7,B,0.18299443260086867
17523,5,A,0.9298450555159641
17524,5,B,0.8221552260277122
17525,1,B,0.9968146513258337
17526,7,A,0.2747478731698405
17527,9,A,0.9001647461668669
17528,4,C,0.741697781283464
17529,7,C,0.6572654962138423
17530,7,B,0.09219352568236427
17531,6,C,0.706792179315917
17532,5,C,0.18250766811793806
17533,8,B,0.1071409343809524
17534,8,C,0.7149974375170226
17535,9,A,0.23480527116729966
17536,6,C,0.28321562459207594
17537,0,B,0.3896650190666555
17538,4,C,0.3412368128973261
17539,7,A,0.08043987435984012
17540,9,B,0.8141699513154927
17541,9,C,0.3192537326645085
17542,8,C,0.5341436816960635
17543,9,C,0.7568516628853806
17544,7,C,0.7988027694483223
17545,5,C,0.8348480976677296
17546,6,B,0.3232210017579956
17547,4,C,0.7809733117113026
17548,5,C,0.42988387047373344
17549,6,B,0.826168555835832
17550,6,B,0.5981574386533497
17551,1,A,0.5124671742272016
17552,6,A,0.7745283478761119
17553,0,B,0.5181542601413485
17554,3,C,0.24104343185639387
17555,9,C,0.23060959253082203
17556,5,B,0.6705892170583637
17557,5,C,0.8699933059000944
17558,3,C,0.4589880668360239
17559,8,B,0.5661179630002129
17560,1,A,0.856122201378635
17561,7,B,0.2509926182244885
17562,6,B,0.6044768274999547
17563,9,B,0.6040798087828702
17564,5,A,0.46933375505950026
17565,8,A,0.3754097942300514
17566,2,A,0.48980057645204966
17567,3,C,0.9781665718080557
17568,8,C,0.3586173966020949
17569,4,A,0.2794593542801709
17570,6,C,0.37433644357164
17571,3,A,0.4766467794778261
17572,9,B,0.4809667984247782
17573,4,B,0.531076519649068
17574,4,C,0.41585268798995756
17575,3,C,0.4924879233762569
17576,8,C,0.5919878429356911
17577,0,C,0.09038669586854775
17578,5,C,0.9804926707375335
17579,8,B,0.2609348934342699
17580,4,A,0.423241413198266
17581,8,C,0.21546028671089235
17582,5,C,0.18622615305239176
17583,4,B,0.45097800225440476
17584,8,C,0.20248335401179873
17585,3,C,0.6275886930894866
17586,3,A,0.1950004360838239
17587,7,A,0.43221177240330044
17588,7,C,0.24082869367102566
17589,5,C,0.826367058126952
17590,1,C,0.02485406901627396
17591,0,A,0.632566058922271
17592,3,A,0.6980793790701794
17593,5,A,0.6580194212015037
17594,6,B,0.5271601210220562
17595,3,B,0.20875015448431644
17596,7,A,0.13202483089859252
17597,3,A,0.5592115099556508
17598,9,A,0.6765916849213781
17599,4,B,0.8007057991622131
17600,8,C,0.16213800554210267
17601,6,A,0.19505274204206957
17602,0,C,0.7695371665462563
17603,0,A,0.3076430230392635
17604,5,B,0.8054056626161308
17605,4,C,0.8789067454994568
17606,3,C,0.49698372720124906
17607,5,A,0.9030139743094404
17608,1,B,0.46131001044908837
17609,1,C,0.9776669236617351
17610,0,A,0.44066230426891617
17611,4,B,0.24013836481998796
17612,3,B,0.32131727215236616
17613,0,B,0.349966442468691
17614,4,B,0.7735243493038311
17615,0,A,0.34893455281849917
17616,8,A,0.8411554982735815
17617,9,A,0.4799752434452774
17618,8,A,0.2654877960970209
17619,1,C,0.9548810023231682
17620,5,C,0.3558480546904549
17621,8,B,0.15568461965581237
17622,5,C,0.5979485983820448
17623,2,B,0.21307544228086162
17624,3,B,0.4956261620189105
17625,4,C,0.2589330995650928
17626,0,A,0.32052106827235316
17627,2,B,0.20668741509193678
17628,8,A,0.048078091070073214
17629,7,A,0.46514154009369213
17630,5,C,0.1560629694005039
17631,7,C,0.5197207786767425
17632,3,C,0.09781508987893417
17633,5,B,0.2779627089893941
17634,0,C,0.7314322422741377
17635,0,C,0.1784636442594586
17636,5,B,0.03744197146876549
17637,5,A,0.6731602167561447
17638,9,B,0.9923207755036999
17639,5,B,0.15075188286667318
17640,6,C,0.565249233807013
17641,0,C,0.007468825490641984
17642,6,B,0.8900058749458446
17643,0,A,0.3760446753356941
17644,1,C,0.16595504655666826
17645,5,C,0.5797903239085215
17646,2,A,0.18561176658563172
17647,9,B,0.6984824620261083
17648,3,B,0.10393827824106872
17649,0,C,0.9954353542653999
17650,5,A,0.10752811949529162
17651,1,A,0.5310814369028581
17652,2,B,0.5629184660874308
17653,7,A,0.6001373701472001
17654,1,C,0.809164470844389
17655,1,B,0.6321034382547601
17656,1,A,0.663123334161205
17657,3,B,0.2589722635961982
17658,3,A,0.5812175157318897
17659,0,B,0.6022194997500635
17660,8,A,0.4656175365771683
17661,2,A,0.7433898174613948
17662,0,A,0.11906307613040956
17663,2,B,0.9990353833365865
17664,7,B,0.8427965071497977
17665,4,C,0.6505887506038014
17666,5,B,0.5417167512986788
17667,2,A,0.7012812746039738
17668,7,C,0.2893011395782251
17669,8,C,0.3889494514195624
17670,0,A,0.7878252442760856
17671,4,A,0.42741932431110485
17672,9,C,0.22140021223967088
17673,3,C,0.40565327737211077
17674,1,B,0.24574507827821312
17675,8,B,0.8623679590718311
17676,0,B,0.6384391150429429
17677,2,B,0.1174497447415983
17678,6,A,0.5700321977188405
17679,8,A,0.8305339900767384
17680,0,C,0.45582341647998603
17681,8,C,0.9071375389537417
17682,5,C,0.43758874246775414
17683,3,A,0.8654836825998211
17684,2,A,0.06671401438999747
17685,3,C,0.3711006550077314
17686,8,C,0.776569125435554
17687,2,C,0.06966452162669134
17688,3,B,0.6407011623397629
17689,3,A,0.013569588894455031
17690,4,B,0.011404830667457011
17691,8,A,0.6475307090671832
17692,6,B,0.15000542593539057
17693,2,B,0.8246399528548249
17694,1,B,0.6766618569084356
17695,8,A,0.06806556114187623
17696,7,C,0.6394110368850998
17697,6,A,0.3783625354702008
17698,0,C,0.49987292008759165
17699,6,B,0.7343228173111079
17700,8,B,0.7140598340129442
17701,4,B,0.6814156495719701
17702,1,C,0.41141882275110553
17703,6,C,0.3466577319792866
17704,5,B,0.9010197125063744
17705,8,C,0.27866467787391547
17706,6,C,0.5126719844737689
17707,6,B,0.8523380987737001
17708,2,C,0.5115398070143565
17709,7,A,0.9271571909703451
17710,8,B,0.03544702387983689
17711,2,B,0.6619946310699343
17712,8,C,0.7120791204303938
17713,6,A,0.0023408030957896564
17714,4,C,0.16135805578044782
17715,4,C,0.5605285196947188
17716,0,A,0.3033022274628939
17717,1,A,0.2855876480831523
17718,5,B,0.23592840874342613
17719,8,A,0.6923174642368424
17720,6,B,0.9285712633988745
17721,7,A,0.19794805307898056
17722,0,C,0.5070837947454206
17723,7,A,0.9416601871054864
17724,5,A,0.1458838812820462
17725,5,A,0.9268379687164185
17726,1,A,0.07713114812070931
17727,4,B,0.07064824209867371
17728,1,B,0.6156360155085779
17729,0,A,0.7867678490960521
17730,2,A,0.5139229264169743
17731,6,C,0.22804000458013385
17732,6,B,0.9249734236639423
17733,7,A,0.1957883846606313
17734,2,B,0.8463560978924412
17735,9,B,0.49740802691529973
17736,1,B,0.756295609588513
17737,3,A,0.23951905987582855
17738,9,C,0.29944776421726893
17739,2,C,0.07566558181032912
17740,5,C,0.6432272554745714
17741,0,C,0.5069475069373005
17742,5,A,0.500153409595036
17743,5,C,0.7954121731742675
17744,8,C,0.366733583229224
17745,4,B,0.2098826294863655
17746,1,C,0.4440577752301357
17747,2,B,0.9156630464766095
17748,7,A,0.4261898236609498
17749,6,A,0.2561860966982973
17750,7,C,0.057830327752146915
17751,3,A,0.9446291268152313
17752,5,A,0.6959793201185094
17753,1,A,0.8809745766512644
17754,2,A,0.7526153818179975
17755,6,B,0.014567917127342844
17756,1,A,0.8489067209250936
17757,4,A,0.4374544978664494
17758,6,C,0.19613687057414098
17759,3,B,0.8666682592062817
17760,5,A,0.11798172475471813
17761,0,A,0.7059585371941869
17762,8,A,0.8702039467205065
17763,2,B,0.8825261799660029
17764,9,A,0.29473761005775445
17765,6,A,0.8383064517257115
17766,4,C,0.7022948672357205
17767,9,A,0.4194717848249969
17768,1,A,0.7357486380388643
17769,1,A,0.6717319559572015
17770,4,C,0.2905141145566582
17771,1,A,0.5412110260149591
17772,5,B,0.9797694998626294
17773,8,C,0.21578846787372574
17774,1,B,0.5704749925715694
17775,4,B,0.4336405782590488
17776,3,A,0.44346848504391767
17777,8,B,0.9909346350794788
17778,7,C,0.6152706461550875
17779,7,C,0.1663995385274052
17780,2,A,0.5543418185258232
17781,2,A,0.46438870553369893
17782,6,A,0.03216875423679377
17783,1,A,0.16986417865435055
17784,2,B,0.8441881559506469
17785,2,B,0.8438231769063073
17786,9,A,0.7901932355844525
17787,4,B,0.7593963245127178
17788,1,B,0.872701884105956
17789,3,C,0.9342628971177226
17790,2,C,0.024455099394196655
17791,3,A,0.0790589840861129
17792,9,C,0.3058343108151468
17793,7,C,0.8435292687219835
17794,1,B,0.22048729312120874
17795,1,C,0.04226545442733365
17796,4,A,0.36914317245339767
17797,5,B,0.00032315605889032817
17798,8,A,0.7333594126254568
17799,3,B,0.38465585688141846
17800,8,B,0.864930385428232
17801,6,A,0.8641332729634134
17802,7,A,0.8985297504328861
17803,1,C,0.4062365170702614
17804,2,B,0.5616873573118192
17805,6,C,0.5366104193630852
17806,4,C,0.49170364527225086
17807,7,A,0.607747577075831
17808,8,C,0.6296800654520489
17809,1,A,0.9478085624903236
17810,3,C,0.3738494761094602
17811,6,C,0.15009822976729426
17812,0,C,0.19246969789785418
17813,5,B,0.1817729799648835
17814,2,A,0.41337718966166415
17815,0,A,0.6849298006946821
17816,3,C,0.9913455685319095
17817,3,B,0.5999806781785919
17818,7,B,0.0583795679877811
17819,4,C,0.06611562838725293
17820,4,B,0.3005107685316373
17821,7,A,0.6838216971217812
17822,2,B,0.7931993258777538
17823,0,A,0.5208464281422488
17824,9,B,0.17389412930204062
17825,8,C,0.7708980108466245
17826,5,B,0.08586591827964474
17827,3,B,0.9597829295087226
17828,9,C,0.5871217198868265
17829,5,C,0.5395793310044119
17830,3,C,0.49890312529076497
17831,7,B,0.12078957308676452
17832,3,A,0.6388458516636388
17833,7,C,0.6465701911152327
17834,3,B,0.5813958571606809
17835,0,B,0.6067522759857238
17836,4,B,0.27754945586692104
17837,2,C,0.08960466422959046
17838,5,C,0.995381426433193
17839,8,A,0.19819356590622106
17840,4,C,0.24749965964315612
